Measurement,Unit,Latitude,Longitude,Date,Oceans,Regions,SubRegions,Sampling Method,Density Class
0.072056,pieces/m3,43.78,-68.73,2005-06-08,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,25.35,-141.11,2011-10-22,Pacific Ocean,,,Neuston net,Very Low
0.043782,pieces/m3,-20.8268,-28.2509,2010-09-02,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,19.541887,-90.70652,2018-05-04,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Very Low
0.004,pieces/m3,14.1598,-51.9606,2014-12-10,Atlantic Ocean,,,Grab sample,Low
0.0024,pieces/m3,28.55,-56.75,2000-10-30,Atlantic Ocean,,,Neuston net,Low
0.284988,pieces/m3,21.96,-60.0,2006-10-29,Atlantic Ocean,,,Neuston net,Medium
0.06136,pieces/m3,-26.48213,-105.37127,2015-11-04,Pacific Ocean,,,Neuston net,Medium
0.258954,pieces/m3,43.089667,6.281833,2016-10-26,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.0048,pieces/m3,18.33,-75.02,2008-04-17,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.01512,pieces/m3,16.78,-62.62,1996-12-04,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.00216,pieces/m3,13.12,-61.55,1991-11-01,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.001,pieces/m3,15.7515,-45.3803,2014-12-08,Atlantic Ocean,,,Grab sample,Low
0.276,pieces/m3,41.263153,1.963507,2021-01-16,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,Medium
0.0,pieces/m3,43.72,-125.65,2002-08-06,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,21.5317,-87.3683,2018-05-18,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Very Low
0.001964,pieces/m3,23.91,-70.19,2000-02-24,Atlantic Ocean,,,Neuston net,Low
0.00648,pieces/m3,41.48,-65.35,1998-07-10,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,43.35,-62.98,1993-07-23,Atlantic Ocean,,,Neuston net,Very Low
0.077869,pieces/m3,-25.5538,-122.2008,2011-04-19,Pacific Ocean,,,Manta net,Medium
0.0,pieces/m3,41.42,-70.72,1995-07-07,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,58.1435,-14.517167,2019-09-18,Atlantic Ocean,,,Neuston net,Very Low
6.08365,pieces/m3,39.800667,7.819333,2013-06-19,Atlantic Ocean,Mediterranean Sea,Western Basin,Neuston net,High
0.057427,pieces/m3,44.086533,-129.018767,2019-12-09,Pacific Ocean,,,Manta net,Medium
0.00864,pieces/m3,18.88,-77.67,1996-04-16,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.003084,pieces/m3,11.88,-62.24,2003-12-17,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,17.48,-63.72,2007-11-29,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.025,pieces/m3,15.3929,-57.7041,2014-12-11,Atlantic Ocean,,,Grab sample,Medium
0.00432,pieces/m3,29.38,-77.35,1998-02-14,Atlantic Ocean,,,Neuston net,Low
0.230147,pieces/m3,41.0974,10.9881,2014-10-07,Atlantic Ocean,Mediterranean Sea,Tyrrhenian Sea,Manta net,Medium
0.003,pieces/m3,46.23,-124.1466,2016-09-20,Pacific Ocean,,,Grab sample,Low
0.00864,pieces/m3,26.97,-58.23,1993-10-29,Atlantic Ocean,,,Neuston net,Medium
0.5,pieces/m3,29.928016,-14.721467,2015-11-09,Atlantic Ocean,,,Intake seawater pump,Medium
0.0,pieces/m3,42.76,-70.06,1999-06-28,Atlantic Ocean,,,Neuston net,Very Low
0.056776,pieces/m3,56.5415,-6.5745,2016-01-11,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
2820.874471,pieces/m3,15.664929,-96.544661,2018-05-30,Pacific Ocean,,,PVC cylinder,Medium
0.007,pieces/m3,20.1283,-22.1283,2014-11-13,Atlantic Ocean,,,Grab sample,Medium
0.001964,pieces/m3,26.18,-79.77,1997-02-12,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,25.08,-84.15,2007-02-02,Atlantic Ocean,Gulf of Mexico,,Neuston net,Very Low
0.135492,pieces/m3,31.65,-65.5,1997-04-07,Atlantic Ocean,,,Neuston net,Medium
0.028076,pieces/m3,39.91,-70.25,2000-07-03,Atlantic Ocean,,,Neuston net,Medium
0.066572,pieces/m3,42.810483,6.178633,2017-07-30,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.00648,pieces/m3,26.13,-78.81,1999-03-31,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,25.14,-83.73,2008-02-02,Atlantic Ocean,Gulf of Mexico,,Neuston net,Very Low
0.0,pieces/m3,21.15,-142.77,2007-10-28,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,24.77,-79.73,1997-03-28,Atlantic Ocean,,,Neuston net,Very Low
0.075592,pieces/m3,35.95,-63.82,1991-10-16,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,41.79,-69.43,2005-08-22,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,40.77,-70.34,2001-06-28,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,57.721,-2.681833,2014-11-28,Atlantic Ocean,North Sea,,Neuston net,Very Low
0.00864,pieces/m3,28.43,-60.28,1995-11-01,Atlantic Ocean,,,Neuston net,Medium
0.0072,pieces/m3,21.05,-58.9,1994-10-31,Atlantic Ocean,,,Neuston net,Medium
0.0072,pieces/m3,20.23,-71.02,2001-03-02,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,20.68,-71.58,1991-12-28,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,41.29,-71.13,2002-08-24,Atlantic Ocean,,,Neuston net,Very Low
0.00432,pieces/m3,45.38,-51.97,1992-07-28,Atlantic Ocean,,,Neuston net,Low
0.043806,pieces/m3,58.8365,-0.671333,2022-01-14,Atlantic Ocean,North Sea,,Neuston net,Medium
7.366,pieces/m3,38.1169,-138.933,2009-08-17,Pacific Ocean,,,Manta net,High
0.0,pieces/m3,26.14,-143.12,2003-11-09,Pacific Ocean,,,Neuston net,Very Low
5.572512,pieces/m3,30.018732,-142.726,2015-08-01,Pacific Ocean,,,Manta net,High
0.0,pieces/m3,32.84,-147.81,2004-07-23,Pacific Ocean,,,Neuston net,Very Low
0.62,pieces/m3,0.5,-89.0,2017-10-25,Pacific Ocean,,,Plankton net,Medium
0.0,pieces/m3,15.11,-60.49,1999-11-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,24.15,-83.9,1996-03-27,Atlantic Ocean,Gulf of Mexico,,Neuston net,Very Low
0.00432,pieces/m3,25.37,-82.42,1993-01-26,Atlantic Ocean,Gulf of Mexico,,Neuston net,Low
0.007164,pieces/m3,26.15,-58.6,2007-10-22,Atlantic Ocean,,,Neuston net,Medium
0.003084,pieces/m3,2.89,-137.24,2008-02-18,Pacific Ocean,,,Neuston net,Low
0.0,pieces/m3,57.1016,-135.4066,2015-01-09,Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,,Grab sample,Very Low
0.00216,pieces/m3,6.25,-146.51,2003-02-22,Pacific Ocean,,,Neuston net,Low
0.005,pieces/m3,27.961,-64.1088,2014-05-28,Atlantic Ocean,,,Grab sample,Medium
1410.437236,pieces/m3,31.29732,-113.541203,2018-06-23,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.075592,pieces/m3,31.32,-67.87,1991-05-04,Atlantic Ocean,,,Neuston net,Medium
0.216,pieces/m3,37.341667,-0.961667,2015-03-18,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.0108,pieces/m3,44.39,-60.26,2000-07-27,Atlantic Ocean,,,Neuston net,Medium
0.243518,pieces/m3,55.910333,-4.9195,2017-11-05,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.002,pieces/m3,18.2081,-103.7606,2015-05-20,Pacific Ocean,,,Grab sample,Low
0.002,pieces/m3,33.9854,-119.6378,2015-03-28,Pacific Ocean,Channel Islands National Marine Sanctuary,,Grab sample,Low
0.0,pieces/m3,4.41,-145.74,2009-04-04,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,10.52,-64.7,1997-12-12,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.075968,pieces/m3,25.49,-56.09,2005-10-28,Atlantic Ocean,,,Neuston net,Medium
0.270514,pieces/m3,35.995067,-6.937667,2013-08-29,Atlantic Ocean,,,Manta net,Medium
0.035147,pieces/m3,58.363333,-5.414,2014-01-17,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.326132,pieces/m3,25.94,-146.58,2005-02-17,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,22.12,-65.82,2001-05-16,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,21.28,-72.72,1993-12-29,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,21.18,-73.64,2003-04-05,Atlantic Ocean,,,Neuston net,Very Low
0.151428,pieces/m3,28.58,-67.93,1990-05-02,Atlantic Ocean,,,Neuston net,Medium
0.065808,pieces/m3,34.08,-70.0,1996-05-24,Atlantic Ocean,,,Neuston net,Medium
1.24,pieces/m3,17.946139,-76.756472,2017-09-14,Atlantic Ocean,Caribbean Sea,,Manta net,High
0.0,pieces/m3,55.832167,-4.957833,2018-10-19,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Very Low
0.036529,pieces/m3,43.140333,-129.188333,2019-12-08,Pacific Ocean,,,Manta net,Medium
0.0,pieces/m3,15.78,-75.5,1991-12-16,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.00216,pieces/m3,14.52,-61.54,2001-12-03,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.01512,pieces/m3,20.67,-59.49,2005-04-22,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,19.82,-75.51,2001-02-21,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,16.22,-74.47,1989-12-24,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.00432,pieces/m3,16.73,-77.91,2006-04-12,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,30.15,-77.71,2000-04-03,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,20.480567,-97.006983,2018-04-14,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Very Low
0.078292,pieces/m3,24.31,-59.95,1996-11-01,Atlantic Ocean,,,Neuston net,Medium
0.04976,pieces/m3,34.83,-65.0,2007-05-26,Atlantic Ocean,,,Neuston net,Medium
0.001964,pieces/m3,42.36,-70.31,1997-07-26,Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,,Neuston net,Low
1.107242,pieces/m3,41.285,2.741667,2017-08-02,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,High
0.031,pieces/m3,17.3802,-46.6763,2014-12-06,Atlantic Ocean,,,Grab sample,Medium
6000.0,pieces/m3,27.8261,-82.5675,2016-06-20,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very High
0.023,pieces/m3,38.9387,-76.5281,2015-10-10,Atlantic Ocean,,,Grab sample,Medium
0.001,pieces/m3,44.3202,-68.3129,2014-10-06,Atlantic Ocean,,,Grab sample,Low
0.863333,pieces/m3,41.397303,2.21315,2020-12-01,Atlantic Ocean,Mediterranean Sea,Balearic Sea,Manta net,Medium
4.082247,pieces/m3,43.505,7.3053,2014-06-09,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,High
0.00216,pieces/m3,24.28,-143.99,2012-01-04,Pacific Ocean,,,Neuston net,Low
0.0,pieces/m3,-2.70125,-10.23524,2016-12-05,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,16.86,-73.25,2004-12-16,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.005,pieces/m3,12.6352,-61.3617,2014-03-22,Atlantic Ocean,Caribbean Sea,,Grab sample,Medium
0.001,pieces/m3,17.707,-31.3917,2014-12-02,Atlantic Ocean,,,Grab sample,Low
0.0,pieces/m3,25.98,-78.57,1991-04-18,Atlantic Ocean,,,Neuston net,Very Low
0.060476,pieces/m3,27.82,-78.9,2002-05-15,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,24.49,-80.79,2003-02-12,Atlantic Ocean,,,Neuston net,Very Low
0.0216,pieces/m3,24.77,-75.62,1996-02-14,Atlantic Ocean,,,Neuston net,Medium
0.006135,pieces/m3,58.4935,-6.162,2018-01-12,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.0054,pieces/m3,6.39,-144.23,2003-04-20,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,16.67,-79.33,2006-04-13,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.008,pieces/m3,23.1833,-106.4207,2015-05-07,Pacific Ocean,,,Grab sample,Medium
0.0108,pieces/m3,22.3,-56.52,2002-11-02,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,20.64,-73.66,2001-02-19,Atlantic Ocean,,,Neuston net,Very Low
0.035996,pieces/m3,31.9,-57.12,1991-10-20,Atlantic Ocean,,,Neuston net,Medium
1.808096,pieces/m3,30.998325,-136.3185,2015-08-06,Pacific Ocean,,,Manta net,High
0.0,pieces/m3,12.6,-69.35,1997-12-17,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0216,pieces/m3,26.13,-73.02,2006-02-15,Atlantic Ocean,,,Neuston net,Medium
0.00648,pieces/m3,31.09,-72.85,2001-04-08,Atlantic Ocean,,,Neuston net,Medium
0.017,pieces/m3,28.7118,-14.0116,2015-02-28,Atlantic Ocean,,,Grab sample,Medium
0.018,pieces/m3,32.62,-64.7,1996-05-23,Atlantic Ocean,,,Neuston net,Medium
0.00648,pieces/m3,40.97,-70.53,1994-06-22,Atlantic Ocean,,,Neuston net,Medium
0.00216,pieces/m3,31.06,-143.46,2011-05-12,Pacific Ocean,,,Neuston net,Low
0.239,pieces/m3,17.2826,-87.8114,2013-12-05,Atlantic Ocean,Caribbean Sea,,Grab sample,Medium
0.0,pieces/m3,21.32,-72.38,1991-12-29,Atlantic Ocean,,,Neuston net,Very Low
0.00432,pieces/m3,31.13,-73.41,2000-04-06,Atlantic Ocean,,,Neuston net,Low
0.264748,pieces/m3,33.43,-65.8,2007-05-25,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,42.39,-69.75,2002-08-20,Atlantic Ocean,,,Neuston net,Very Low
2.415224,pieces/m3,34.002287,10.087773,2019-04-23,Atlantic Ocean,Mediterranean Sea,Eastern Basin,Manta net,High
0.012,pieces/m3,2.367,-111.05,1987-09-18,Pacific Ocean,,,Manta net,Medium
0.00648,pieces/m3,19.11,-76.56,2000-12-19,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,16.03,-57.87,1986-10-29,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,32.84,-147.81,2012-04-29,Pacific Ocean,,,Neuston net,Very Low
0.028076,pieces/m3,29.67,-55.17,1992-10-26,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,41.72,-62.6,1994-07-13,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,25.35,-141.11,2010-10-18,Pacific Ocean,,,Neuston net,Very Low
0.843368,pieces/m3,28.0462,-131.4639,2015-09-16,Pacific Ocean,,,Manta net,Medium
1.806665,pieces/m3,44.1738,8.9859,2010-07-11,Atlantic Ocean,Mediterranean Sea,Ligurian Sea,Neuston net,High
0.00432,pieces/m3,19.43,-145.47,2004-11-02,Pacific Ocean,,,Neuston net,Low
0.0,pieces/m3,3.367,-110.85,2006-10-27,Pacific Ocean,,,Manta net,Very Low
0.0,pieces/m3,16.73,-63.68,1992-11-19,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
705.218618,pieces/m3,25.297939,-108.533008,2018-06-15,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.079912,pieces/m3,28.03,-77.98,2007-04-03,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,27.9528,-82.6416,2016-06-08,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
0.00864,pieces/m3,20.91,-58.99,2000-11-03,Atlantic Ocean,,,Neuston net,Medium
0.0072,pieces/m3,20.67,-73.29,2000-05-22,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,25.35,-141.11,2003-11-11,Pacific Ocean,,,Neuston net,Very Low
0.32,pieces/m3,17.94647,-76.75131,2017-11-16,Atlantic Ocean,Caribbean Sea,,Manta net,Medium
2115.655853,pieces/m3,19.117731,-104.38699,2018-06-07,Pacific Ocean,,,PVC cylinder,Medium
0.0,pieces/m3,18.38,-75.45,1993-12-23,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,28.42,-75.53,1998-02-15,Atlantic Ocean,,,Neuston net,Very Low
0.023684,pieces/m3,31.43,-67.13,1991-05-04,Atlantic Ocean,,,Neuston net,Medium
0.176196,pieces/m3,39.738333,-16.203333,2014-08-04,Atlantic Ocean,,,Manta net,Medium
0.0,pieces/m3,44.04,-61.96,1999-07-14,Atlantic Ocean,,,Neuston net,Very Low
0.171119,pieces/m3,44.415875,8.761267,2018-09-10,Atlantic Ocean,Mediterranean Sea,Ligurian Sea,Manta net,Medium
0.0,pieces/m3,5.28,-146.64,2007-12-28,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,21.15,-142.77,2005-12-15,Pacific Ocean,,,Neuston net,Very Low
0.00432,pieces/m3,16.68,-83.53,1994-04-16,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.00216,pieces/m3,16.1,-61.9,1995-12-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.006,pieces/m3,41.2018,-71.5603,2015-09-15,Atlantic Ocean,,,Grab sample,Medium
2.611356,pieces/m3,40.68,-128.9,2004-12-13,Pacific Ocean,,,Neuston net,High
1.374084,pieces/m3,38.18,1.581667,2013-10-24,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,High
0.0,pieces/m3,16.5,-82.18,1993-03-08,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.018,pieces/m3,16.305,-61.7983,2016-06-07,Atlantic Ocean,Caribbean Sea,,Grab sample,Medium
0.03682,pieces/m3,42.502667,-9.549333,2020-07-07,Atlantic Ocean,,,Manta net,Medium
0.303663,pieces/m3,-26.0422,-119.432,2011-04-18,Pacific Ocean,,,Manta net,Medium
0.254948,pieces/m3,19.43,-145.47,2012-07-02,Pacific Ocean,,,Neuston net,Medium
1410.437236,pieces/m3,19.541887,-90.70652,2018-05-04,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Medium
0.0,pieces/m3,31.92,-64.41,2001-04-14,Atlantic Ocean,,,Neuston net,Very Low
2.911,pieces/m3,35.7185,-139.7649,2009-08-13,Pacific Ocean,,,Manta net,High
0.019208,pieces/m3,17.41,-63.33,1996-12-05,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.013332,pieces/m3,12.77,-61.62,2003-12-16,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.01296,pieces/m3,25.1,-73.28,1997-05-24,Atlantic Ocean,,,Neuston net,Medium
0.052788,pieces/m3,34.56,-63.5,2001-10-21,Atlantic Ocean,,,Neuston net,Medium
0.0036,pieces/m3,39.12,-66.41,1989-06-09,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,22.11,-141.71,2009-02-20,Pacific Ocean,,,Neuston net,Very Low
0.014728,pieces/m3,36.896,15.2445,2021-06-25,Atlantic Ocean,Mediterranean Sea,Ionian Sea,Manta net,Medium
0.484645,pieces/m3,-24.1104,-33.9573,2010-08-30,Atlantic Ocean,,,Neuston net,Medium
0.008,pieces/m3,14.3452,-61.6716,2016-03-05,Atlantic Ocean,Caribbean Sea,,Grab sample,Medium
1000.0,pieces/m3,27.61,-82.7832,2017-04-17,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very High
0.0,pieces/m3,42.17,-69.48,2006-07-29,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,57.736333,-2.4315,2021-01-17,Atlantic Ocean,North Sea,,Neuston net,Very Low
2.236627,pieces/m3,30.17,-140.7383,2018-11-29,Pacific Ocean,,,Manta net,High
0.0,pieces/m3,25.77,-77.15,1992-04-06,Atlantic Ocean,,,Neuston net,Very Low
0.01296,pieces/m3,36.02,-68.43,1995-06-04,Atlantic Ocean,,,Neuston net,Medium
0.0,pieces/m3,39.93,-69.93,1998-10-17,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,42.24,-63.23,2002-06-03,Atlantic Ocean,,,Neuston net,Very Low
0.0024,pieces/m3,27.84,-140.77,2006-12-22,Pacific Ocean,,,Neuston net,Low
0.0,pieces/m3,51.774333,-141.4485,2019-03-09,Pacific Ocean,,,Neuston net,Very Low
0.0,pieces/m3,21.35,-110.61,2002-12-11,Pacific Ocean,,,Neuston net,Very Low
0.062636,pieces/m3,33.58,-66.13,1996-05-24,Atlantic Ocean,,,Neuston net,Medium
0.132975,pieces/m3,36.748733,-7.631667,2019-07-22,Atlantic Ocean,,,Manta net,Medium
0.00216,pieces/m3,42.9,-64.04,1990-08-17,Atlantic Ocean,,,Neuston net,Low
0.0,pieces/m3,23.15,-144.69,2009-05-20,Pacific Ocean,,,Neuston net,Very Low
0.892728,pieces/m3,24.37,-147.78,2008-05-11,Pacific Ocean,,,Neuston net,Medium
0.0,pieces/m3,16.97,-62.68,1989-12-04,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,24.5,-82.93,1998-01-17,Atlantic Ocean,Florida Keys National Marine Sanctuary,,Neuston net,Very Low
0.00432,pieces/m3,24.1,-82.88,2000-01-05,Atlantic Ocean,,,Neuston net,Low
0.008,pieces/m3,20.3411,-21.7833,2014-11-13,Atlantic Ocean,,,Grab sample,Medium
0.00432,pieces/m3,40.35,-70.97,2007-08-12,Atlantic Ocean,,,Neuston net,Low
0.019015,pieces/m3,-27.01098,-83.49613,2015-10-19,Pacific Ocean,,,AVANI net,Medium
0.0,pieces/m3,29.37,-139.91,2008-07-08,Pacific Ocean,,,Neuston net,Very Low
0.137465,pieces/m3,39.753333,7.79,2011-09-11,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.012,pieces/m3,60.5627,-145.743,2015-12-13,Pacific Ocean,Gulf of Alaska,,Grab sample,Medium
0.00648,pieces/m3,16.58,-70.03,1994-12-20,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
0.0,pieces/m3,24.02,-83.89,2002-03-18,Atlantic Ocean,Gulf of Mexico,,Neuston net,Very Low
0.0072,pieces/m3,25.68,-57.85,1997-11-01,Atlantic Ocean,,,Neuston net,Medium
0.038876,pieces/m3,24.78,-71.63,1990-04-13,Atlantic Ocean,,,Neuston net,Medium
55840.0,pieces/m3,28.152519,-16.43179,2019-07-09,Atlantic Ocean,,,Stainless steel spoon,Very High
0.0,pieces/m3,40.82,-68.98,1996-08-11,Atlantic Ocean,,,Neuston net,Very Low
0.00864,pieces/m3,42.39,-68.5,2003-06-10,Atlantic Ocean,,,Neuston net,Medium
0.517937,pieces/m3,38.42905,-9.14605,2019-02-27,Atlantic Ocean,,,Neuston net,Medium
705.218618,pieces/m3,26.729392,-111.906818,2018-07-11,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
3526.093089,pieces/m3,16.538785,-98.915883,2018-06-01,Pacific Ocean,,,PVC cylinder,Medium
0.015583,pieces/m3,-18.333633,2.062467,2020-03-04,Atlantic Ocean,,,Manta net,Medium
0.185185,pieces/m3,43.707433,4.620917,2018-08-26,Atlantic Ocean,,,Manta net,Medium
0.574977,pieces/m3,43.4473,8.3581,2010-07-27,Atlantic Ocean,Mediterranean Sea,Ligurian Sea,Neuston net,Medium
4.9,pieces/m3,27.8524,-82.4093,2017-07-10,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Plankton net,High
0.0,pieces/m3,27.8589,-82.4686,2016-10-11,Atlantic Ocean,Gulf of Mexico,Tampa Bay,Van Dorn sampler,Very Low
1.549515,pieces/m3,28.96625,-140.07585,2015-08-22,Pacific Ocean,,,Manta net,High
0.067476,pieces/m3,26.86,-56.69,2000-10-31,Atlantic Ocean,,,Neuston net,Medium
0.016824,pieces/m3,56.936833,-6.542167,2022-01-10,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.047649,pieces/m3,55.953167,-2.277333,2018-01-04,Atlantic Ocean,North Sea,,Neuston net,Medium
0.007856,pieces/m3,15.78,-74.1,1995-12-25,Atlantic Ocean,Caribbean Sea,,Neuston net,Medium
1.74051,pieces/m3,29.8048,-39.3083,2013-06-26,Atlantic Ocean,,,Neuston net,High
0.0,pieces/m3,21.526733,-87.37755,2018-05-18,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,Very Low
0.063986,pieces/m3,38.44652,-9.04146,2018-11-03,Atlantic Ocean,,,Neuston net,Medium
1.0,pieces/m3,31.906977,-14.029951,2015-11-09,Atlantic Ocean,,,Intake seawater pump,High
0.334232,pieces/m3,55.4295,-4.946167,2021-03-01,Atlantic Ocean,Inner Seas off the West Coast of Scotland,,Neuston net,Medium
0.0,pieces/m3,28.6,-79.03,1997-02-13,Atlantic Ocean,,,Neuston net,Very Low
0.116082,pieces/m3,56.031,-2.434667,2020-01-18,Atlantic Ocean,North Sea,,Neuston net,Medium
0.0,pieces/m3,12.51,-61.52,1999-12-09,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.041036,pieces/m3,24.48,-73.72,1998-04-21,Atlantic Ocean,,,Neuston net,Medium
3.444226,pieces/m3,29.999692,-137.7505,2015-08-03,Pacific Ocean,,,Manta net,High
3.964444,pieces/m3,30.14545,-133.79635,2015-08-22,Pacific Ocean,,,Manta net,High
4.383277,pieces/m3,27.524033,-144.989817,2019-11-29,Pacific Ocean,,,Manta net,High
0.0216,pieces/m3,19.31,-59.94,2005-04-24,Atlantic Ocean,,,Neuston net,Medium
0.008376,pieces/m3,20.31,-72.45,2008-04-16,Atlantic Ocean,,,Neuston net,Medium
4231.311707,pieces/m3,27.916643,-110.775325,2018-06-19,Pacific Ocean,Gulf of California,,PVC cylinder,Medium
0.0,pieces/m3,40.3,-70.18,1992-10-16,Atlantic Ocean,,,Neuston net,Very Low
0.0,pieces/m3,19.8,-143.03,2009-06-05,Pacific Ocean,,,Neuston net,Very Low
0.00432,pieces/m3,16.75,-74.58,1991-03-10,Atlantic Ocean,Caribbean Sea,,Neuston net,Low
0.0,pieces/m3,12.95,-60.15,1995-11-14,Atlantic Ocean,Caribbean Sea,,Neuston net,Very Low
0.0,pieces/m3,30.1401,-15.876,2015-09-12,Atlantic Ocean,,,Grab sample,Very Low
0.798811,pieces/m3,36.773149,2.820132,2018-01-28,Atlantic Ocean,Mediterranean Sea,Western Basin,Manta net,Medium
0.073436,pieces/m3,35.88,-58.98,1991-10-18,Atlantic Ocean,,,Neuston net,Medium
0.974583,pieces/m3,36.575833,-4.313533,2013-08-22,Atlantic Ocean,Mediterranean Sea,Alboran Sea,Manta net,Medium
2.0,pieces/m3,-13.164437,1.844426,2015-11-24,Atlantic Ocean,,,Intake seawater pump,High
